,bedrooms,beds,accommodates,host_listings_count,host_total_listings_count,bathrooms,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,estimated_occupancy_l365d,estimated_revenue_l365d,latitude,longitude
7954,2.0,3.0,4.0,2.0,2.0,1.0,3.0,59.0,3.0,3.0,59,59,25,25,49,304,5.0,3.0,0.0,3.0,5.0,4.8,4.8,4.6,5.0,4.8,4.8,0.07,18.0,1278.0,35.1215,25.85818
7955,1.0,3.0,2.0,11.0,12.0,1.7,1.0,1125.0,1.0,1.0,1125,1125,0,27,51,322,52.0,3.9,0.0,3.8,4.62,4.56,4.67,4.85,4.75,4.98,4.5,1.54,26.6,0.0,35.37135,24.47531
7956,1.0,2.0,3.0,5.0,6.0,1.0,3.0,30.0,3.0,3.0,1125,1125,30,60,90,365,11.0,0.0,0.0,0.0,4.91,5.0,5.0,5.0,5.0,4.73,4.82,0.22,0.0,0.0,35.34136,25.13488
7957,1.0,1.0,2.0,10.0,12.0,1.0,2.0,1125.0,2.0,2.0,1125,1125,9,34,59,288,36.0,6.0,0.0,7.0,4.83,4.72,4.83,4.94,4.97,4.78,4.78,0.53,36.0,1728.0,35.09336,25.54632
7958,2.0,2.0,4.0,5.0,6.0,2.0,3.0,30.0,3.0,3.0,1125,1125,30,60,90,365,5.0,0.0,0.0,0.0,4.6,5.0,4.8,4.8,5.0,5.0,5.0,0.07,0.0,0.0,35.34187,25.13539
7959,2.0,2.0,4.0,3.0,4.0,1.7,2.0,1125.0,2.0,2.0,1125,1125,30,60,90,365,33.0,4.0,0.0,4.0,4.79,4.79,4.82,4.7,4.85,4.82,4.76,0.49,24.0,0.0,35.12371,25.74102
7960,1.0,1.0,2.0,7.0,8.0,1.0,2.0,30.0,2.0,2.0,1125,1125,30,60,90,270,2.0,0.0,0.0,1.0,5.0,4.5,5.0,5.0,5.0,5.0,5.0,0.11,0.0,0.0,35.28637,25.18761
7961,2.0,4.0,5.0,1.0,1.0,2.0,4.0,1125.0,3.0,6.0,1125,1125,19,40,44,252,4.0,1.0,0.0,1.0,5.0,5.0,4.75,5.0,5.0,4.25,4.5,0.11,8.0,2728.0,35.39769,25.02713
7962,4.0,4.0,10.0,4.0,5.0,2.0,3.0,1125.0,1.0,3.0,1125,1125,22,52,82,183,5.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.07,0.0,0.0,35.26153,25.06743
7963,2.0,4.0,5.0,2.0,3.0,1.7,3.0,365.0,3.0,3.0,365,365,30,60,90,365,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.01085,24.86659
7964,2.0,3.0,5.0,3.0,3.0,1.0,2.0,15.0,2.0,2.0,1125,1125,27,53,75,147,15.9,3.9,0.0,3.8,4.95,4.95,4.96,4.94,4.95,4.9,4.94,2.02,26.6,12672.0,35.12425,25.73938
7965,4.0,7.0,13.0,145.0,239.0,3.0,5.0,30.0,2.0,5.0,1125,1125,11,29,39,75,20.0,7.0,0.0,7.0,4.95,4.95,5.0,4.95,4.8,4.8,4.9,0.29,70.0,9660.0,35.51009,23.94919
7966,2.0,3.0,5.0,3.0,4.0,1.5,3.0,1125.0,3.0,3.0,1125,1125,1,1,1,169,32.0,3.0,0.0,3.0,5.0,4.97,4.97,5.0,5.0,4.75,4.91,0.46,18.0,1296.0,35.31846,25.56436
7967,1.0,2.0,3.0,7.0,7.0,1.0,3.0,28.0,1.0,3.0,1125,1125,0,21,48,135,22.0,3.0,0.0,3.0,4.91,4.77,4.91,4.91,4.95,4.64,4.91,0.32,18.0,792.0,35.50392,23.96948
7968,2.0,4.0,6.0,4.0,4.0,1.0,3.0,365.0,3.0,3.0,1125,1125,12,25,34,109,33.0,7.0,0.0,7.0,4.97,4.97,5.0,4.97,4.91,4.85,4.73,0.47,42.0,5460.0,35.23581,23.67906
7969,1.0,2.0,4.0,4.0,4.0,1.0,3.0,1125.0,2.0,3.0,1125,1125,21,35,43,102,16.0,2.0,0.0,2.0,5.0,5.0,5.0,5.0,5.0,4.81,4.94,0.23,12.0,924.0,35.23641,23.67826
7970,2.0,3.0,4.0,356.0,413.0,2.0,1.0,1125.0,1.0,7.0,1125,1125,17,42,68,153,16.0,4.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,4.94,4.88,0.29,24.0,6744.0,35.36009,24.57266
7971,4.0,4.0,10.0,20.0,21.0,4.0,4.0,365.0,4.0,4.0,1125,1125,0,0,0,0,2.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,4.5,5.0,0.03,0.0,0.0,35.4498,24.19003
7972,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1125.0,3.0,3.0,1125,1125,0,0,0,142,49.0,9.0,0.0,9.0,4.88,4.8,4.92,4.94,4.9,4.9,4.88,0.72,54.0,3618.0,35.04774,26.23226
7973,1.0,2.0,3.0,24.0,38.0,1.7,4.0,300.0,4.0,4.0,1125,1125,5,33,58,151,56.0,12.0,0.0,12.0,4.96,4.98,5.0,4.98,5.0,4.84,4.93,0.82,96.0,0.0,35.39547348,24.72175026
7974,1.0,1.0,5.0,5.0,8.0,1.0,3.0,60.0,3.0,5.0,60,60,16,46,71,217,28.0,1.0,0.0,1.0,4.79,4.61,4.86,4.82,4.86,4.11,4.5,0.41,6.0,960.0,35.35884,24.44871
7975,1.9,3.0,4.6,87.0,97.0,1.6,1.0,1125.0,1.0,10.0,1125,1125,1,12,13,95,28.0,3.0,0.0,3.0,4.75,4.79,4.75,4.93,4.82,4.5,4.82,0.4,18.0,7200.0,35.34909,24.47052
7976,2.0,2.0,5.0,41.0,67.0,2.0,3.0,90.0,3.0,5.0,90,90,21,51,73,194,15.0,3.0,0.0,3.0,4.87,4.87,5.0,4.73,4.8,4.8,4.93,0.22,18.0,2556.0,35.3611,24.5715
7977,1.0,2.0,3.0,1.0,1.0,1.5,3.0,1125.0,3.0,3.0,1125,1125,30,52,78,288,12.0,4.0,0.0,4.0,4.83,4.75,4.92,5.0,5.0,4.5,5.0,0.22,24.0,936.0,34.930889,24.924316
7978,3.0,4.0,6.0,1.0,1.0,1.0,4.0,25.0,3.0,4.0,1125,1125,0,0,10,186,42.0,12.0,0.0,12.0,4.9,4.9,4.95,5.0,5.0,4.79,4.79,0.6,96.0,23040.0,35.48315,24.0378
7979,3.0,4.0,7.0,65.0,68.0,2.5,5.0,365.0,5.0,5.0,365,1125,29,59,89,269,5.0,0.0,0.0,0.0,4.6,4.6,5.0,5.0,5.0,4.4,5.0,0.18,0.0,0.0,35.17932,26.09833
7980,3.0,3.0,6.0,1.0,1.0,2.0,4.0,1125.0,4.0,4.0,1125,1125,0,21,50,114,20.0,7.0,0.0,7.0,5.0,5.0,5.0,5.0,5.0,4.75,4.9,0.29,56.0,10080.0,35.48216,24.06398
7981,2.0,4.0,5.0,4.0,7.0,1.0,4.0,30.0,3.0,4.0,1125,1125,21,51,69,252,5.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.09,0.0,0.0,35.03835,26.22489
7982,3.0,4.0,6.0,113.0,314.0,2.0,6.0,1125.0,6.0,6.0,1125,1125,23,30,38,251,11.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,4.91,4.73,0.16,12.0,2676.0,35.50906,23.96837
7983,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1125.0,2.0,2.0,1125,1125,29,45,68,331,35.0,6.0,0.0,6.0,4.86,4.89,4.8,4.89,4.91,4.66,4.86,0.5,36.0,1872.0,35.40784,24.02376
7984,0.0,1.0,3.0,8.0,15.0,1.0,1.0,1125.0,1.0,3.0,1125,1125,4,26,48,160,5.0,1.0,0.0,1.0,4.8,4.8,4.8,4.8,5.0,4.8,4.6,0.15,6.0,372.0,35.36648,24.48875
7985,5.0,1.0,2.0,8.0,15.0,1.7,1.0,1125.0,1.0,3.0,1125,1125,11,36,59,173,1.0,0.0,0.0,0.0,4.9,5.0,4.9,5.0,5.0,5.0,5.0,0.02,0.0,0.0,35.36668,24.4888
7986,5.0,1.0,3.0,8.0,15.0,1.7,1.0,1125.0,1.0,3.0,1125,1125,11,24,33,115,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.36648,24.48875
7987,5.0,1.0,3.0,8.0,15.0,1.0,1.0,1125.0,1.0,3.0,1125,1125,11,32,44,130,3.0,1.0,0.0,1.0,5.0,5.0,5.0,5.0,5.0,4.67,5.0,0.04,6.0,420.0,35.36648,24.48875
7988,1.0,3.0,4.0,8.0,15.0,1.0,1.0,1125.0,1.0,3.0,1125,1125,10,25,37,131,2.0,1.0,0.0,1.0,4.5,4.5,5.0,5.0,4.5,5.0,5.0,0.07,6.0,456.0,35.36648,24.48875
7989,1.0,1.0,2.0,2.0,2.0,1.0,3.0,365.0,3.0,3.0,1125,1125,0,30,52,168,60.0,19.0,0.0,19.0,4.9,4.92,4.9,4.9,4.97,4.53,4.83,0.88,114.0,9120.0,35.50958,24.01058
7990,1.0,3.0,3.0,6.0,8.0,1.0,2.0,1125.0,2.0,2.0,1125,1125,0,11,41,151,6.0,3.0,0.0,3.0,4.83,4.67,4.67,5.0,5.0,4.67,4.83,0.27,18.0,1260.0,35.34945,24.30063
7991,2.0,3.0,4.0,1.0,1.0,1.5,7.0,1125.0,6.0,7.0,1125,1125,0,21,25,90,39.0,9.0,0.0,9.0,4.85,4.82,4.64,4.92,4.95,4.9,4.72,0.57,126.0,16506.0,35.16207,24.51699
7992,2.0,3.0,4.0,3.0,3.0,1.0,5.0,31.0,5.0,5.0,1125,1125,0,7,37,251,1.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.03,0.0,0.0,35.03809,26.22337
7993,1.0,2.0,4.0,3.0,4.0,1.0,3.0,1125.0,3.0,3.0,1125,1125,29,46,58,164,33.0,3.0,0.0,3.0,4.97,4.91,4.97,4.97,5.0,4.88,4.91,0.47,18.0,1116.0,35.51162,23.92662
7994,0.0,2.0,2.0,5.0,5.0,1.0,7.0,1125.0,7.0,7.0,1125,1125,29,42,64,184,26.0,6.0,0.0,6.0,4.96,4.85,5.0,4.88,5.0,4.77,5.0,0.38,84.0,3528.0,35.10708,24.57524
7995,2.0,4.0,5.0,1.0,2.0,1.0,3.0,1125.0,1.0,3.0,1125,1125,29,59,87,245,30.0,3.0,0.0,5.0,4.73,4.73,4.9,4.8,4.8,4.57,4.73,0.43,18.0,1080.0,35.33295,25.35655
7996,5.0,7.0,10.0,3.0,5.0,5.0,5.0,1125.0,2.0,7.0,1125,1125,15,31,42,247,32.0,9.0,0.0,9.0,4.97,5.0,4.97,5.0,5.0,4.91,4.97,0.46,90.0,23580.0,35.27458,25.56419
7997,1.0,3.0,4.0,3.0,4.0,1.0,3.0,1125.0,3.0,3.0,1125,1125,22,52,82,357,83.0,14.0,0.0,14.0,4.78,4.67,4.77,4.75,4.88,4.78,4.87,1.18,84.0,3780.0,35.32928,25.2569
7998,2.0,5.0,6.0,4.0,4.0,1.0,4.0,30.0,4.0,5.0,1125,1125,0,16,41,133,45.0,9.0,0.0,9.0,5.0,4.96,5.0,5.0,5.0,4.96,4.96,0.64,72.0,23184.0,35.52248,24.07051
7999,1.0,2.0,3.0,4.0,4.0,1.0,1.0,1125.0,1.0,1.0,1125,1125,30,60,87,260,96.0,22.0,0.0,20.0,4.82,4.9,4.52,4.95,4.94,4.59,4.83,1.37,132.0,5940.0,35.51318359,23.95864105
8000,3.0,4.0,5.0,2.0,2.0,2.0,5.0,1125.0,5.0,5.0,1125,1125,28,58,88,324,8.0,3.0,0.0,3.0,4.38,4.38,4.5,4.75,4.63,4.38,4.0,0.14,30.0,2700.0,35.53762,24.07868
8001,1.0,1.0,2.0,4.0,17.0,1.5,3.0,1125.0,1.0,3.0,1125,1125,7,37,60,180,17.0,0.0,0.0,0.0,4.71,4.65,4.94,4.88,4.76,4.71,4.94,0.24,0.0,0.0,35.33264,25.30553
8002,2.0,3.0,4.0,87.0,97.0,1.5,1.0,1125.0,1.0,4.0,1125,1125,0,0,0,0,22.0,0.0,0.0,0.0,4.91,4.77,4.82,4.95,4.91,4.59,4.64,0.32,0.0,0.0,35.3446,24.60225
8003,2.0,3.0,4.0,87.0,97.0,1.5,1.0,1125.0,1.0,4.0,1125,1125,0,0,0,0,15.0,0.0,0.0,0.0,4.87,4.8,4.6,5.0,4.8,4.53,4.67,0.22,0.0,0.0,35.34429,24.60219
8004,1.0,1.0,2.0,7.0,7.0,1.0,3.0,28.0,1.0,3.0,1125,1125,0,21,44,136,71.0,5.0,0.0,5.0,4.93,4.94,4.97,4.97,4.96,4.68,4.92,1.04,30.0,1050.0,35.50424,23.96899
8005,2.0,2.0,4.0,9.0,10.0,1.0,1.0,1125.0,1.0,3.0,1125,1125,12,23,43,296,41.0,12.0,0.0,11.0,4.95,4.93,5.0,4.95,4.95,4.98,4.93,0.59,72.0,5040.0,35.51627,24.01626
8006,3.0,4.0,5.0,1.0,1.0,1.0,3.0,120.0,3.0,3.0,1125,1125,30,60,90,179,4.0,0.0,0.0,0.0,5.0,5.0,4.75,5.0,5.0,4.5,4.75,0.06,0.0,0.0,35.36854,25.0275
8007,1.0,1.0,2.0,32.0,34.0,1.0,1.0,1125.0,1.0,1.0,1125,1125,28,58,88,363,2.0,0.0,0.0,0.0,4.5,4.5,5.0,5.0,5.0,4.5,4.5,0.05,0.0,0.0,35.2788,25.46741
8008,1.0,1.0,4.0,145.0,239.0,1.7,5.0,30.0,3.0,5.0,1125,1125,7,22,35,96,68.0,10.0,0.0,10.0,4.97,4.99,4.93,4.97,4.96,4.76,4.78,0.98,100.0,0.0,35.35356,24.40002
8009,1.0,1.0,2.0,32.0,34.0,1.0,1.0,1125.0,1.0,1.0,1125,1125,28,58,88,363,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.27933,25.469
8010,2.0,1.0,4.0,1.0,1.0,1.7,3.0,365.0,3.0,3.0,365,365,0,0,0,0,2.0,2.0,0.0,2.0,5.0,5.0,5.0,5.0,4.5,5.0,5.0,0.31,12.0,0.0,35.09663,26.26367
8011,1.0,1.0,4.0,3.0,4.0,1.7,4.0,730.0,4.0,4.0,730,730,0,0,0,0,33.0,6.0,0.0,6.0,4.88,4.85,5.0,4.88,5.0,4.55,4.79,0.47,48.0,0.0,35.5131,24.04713
8012,3.0,3.0,6.0,4.0,4.0,2.0,3.0,1125.0,3.0,3.0,1125,1125,21,40,47,142,39.0,12.0,0.0,12.0,4.85,4.85,4.72,4.92,4.95,4.95,4.67,0.56,72.0,24984.0,35.398033,25.026915
8013,2.0,3.0,4.0,3.0,3.0,1.5,2.0,365.0,2.0,2.0,1125,1125,28,50,74,320,62.0,9.0,0.0,10.0,4.89,4.98,4.92,4.94,4.97,4.87,4.92,0.89,54.0,2700.0,35.34051,25.13618
8014,4.0,2.0,4.0,8.0,15.0,1.0,1.0,1125.0,1.0,3.0,1125,1125,11,30,39,132,1.0,0.0,0.0,0.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,0.03,0.0,0.0,35.36648,24.48875
8015,1.0,2.0,4.0,8.0,9.0,1.0,1.0,120.0,1.0,3.0,1125,1125,6,14,24,95,57.0,11.0,0.0,10.0,4.91,4.88,4.84,4.75,4.93,4.81,4.86,1.01,66.0,3894.0,35.04705429,25.98680687
8016,6.0,8.0,13.0,356.0,413.0,4.0,1.0,1125.0,1.0,7.0,1125,1125,8,28,38,116,12.0,6.0,0.0,6.0,4.92,4.83,4.92,4.83,4.92,4.25,4.92,0.18,36.0,12420.0,35.33765,24.70072
8017,1.0,3.0,4.0,1.0,2.0,1.0,3.0,1125.0,3.0,3.0,1125,1125,0,0,0,52,14.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.2,0.0,0.0,35.00867,25.73683
8018,2.0,6.0,6.0,4.0,6.0,1.0,4.0,1125.0,4.0,4.0,1125,1125,0,0,0,238,4.0,0.0,0.0,0.0,5.0,5.0,5.0,4.5,4.75,4.75,4.75,0.07,0.0,0.0,35.45745,23.61795
8019,1.0,1.0,4.0,8.0,15.0,1.0,1.0,1125.0,1.0,3.0,1125,1125,4,24,27,115,1.0,0.0,0.0,0.0,4.9,4.9,4.9,4.9,4.9,4.8,4.8,0.03,0.0,0.0,35.36648,24.48875
8020,1.0,1.0,2.0,8.0,8.0,1.0,2.0,1000.0,1.0,2.0,1125,1125,1,8,17,112,59.0,16.0,0.0,16.0,4.97,4.93,4.98,4.97,4.97,4.88,4.95,0.84,96.0,2592.0,35.47087,23.59549
8021,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1125.0,2.0,5.0,1125,1125,9,13,20,233,78.0,17.0,0.0,17.0,4.96,4.97,4.97,4.97,4.97,5.0,4.95,1.12,102.0,5712.0,35.51743,24.01568
8022,1.0,3.0,5.0,3.0,3.0,1.0,4.0,60.0,4.0,4.0,1125,1125,21,30,30,30,35.0,8.0,0.0,8.0,4.97,4.94,4.86,4.94,5.0,4.83,4.89,0.5,64.0,10944.0,35.45469,23.91414
8023,3.0,3.0,7.0,1.0,1.0,1.0,4.0,60.0,4.0,4.0,60,60,4,34,64,305,22.0,3.0,0.0,3.0,5.0,5.0,5.0,5.0,5.0,4.95,4.95,0.32,24.0,4440.0,35.00877,25.73997
8024,2.0,2.0,7.0,7.0,17.0,1.0,3.0,1125.0,3.0,3.0,1125,1125,19,42,55,224,111.0,22.0,0.0,23.0,4.69,4.8,4.62,4.68,4.59,4.85,4.71,1.59,132.0,14916.0,35.34133,25.13565
8025,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1125.0,1.0,1.0,1125,1125,30,60,90,365,13.0,6.0,0.0,6.0,4.69,4.69,4.69,4.85,4.85,4.62,4.62,0.19,36.0,792.0,35.35061,24.54307
8026,1.0,1.0,5.0,1.0,1.0,1.0,3.0,1125.0,3.0,3.0,1125,1125,0,11,41,106,25.0,7.0,0.0,7.0,4.92,4.92,4.84,5.0,5.0,4.96,4.88,0.36,42.0,3360.0,35.18967,25.72018
8027,1.0,1.0,4.0,1.0,2.0,1.7,4.0,28.0,4.0,4.0,1125,1125,0,0,0,0,12.0,1.0,0.0,1.0,4.92,5.0,5.0,5.0,5.0,4.75,4.92,0.18,8.0,0.0,35.48184,23.99535
8028,1.0,2.0,2.0,1.0,1.0,1.0,3.0,60.0,3.0,5.0,60,60,30,57,85,343,15.9,3.9,0.0,3.8,4.95,4.95,4.98,4.98,4.98,4.97,4.88,0.4,162.0,7128.0,35.3374,25.13377
8029,1.0,2.0,2.0,2.0,2.0,1.0,3.0,60.0,3.0,3.0,1125,1125,0,0,0,62,44.0,8.0,0.0,8.0,4.91,4.95,4.98,4.98,4.98,4.98,4.98,0.63,48.0,1728.0,35.20684052,26.10523224
8030,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1125.0,3.0,3.0,1125,1125,9,14,42,249,45.0,10.0,0.0,10.0,4.76,4.78,4.89,4.96,4.84,4.89,4.7,0.66,60.0,2880.0,35.12176,25.85901
8031,1.0,2.0,3.0,3.0,3.0,1.0,5.0,1125.0,5.0,5.0,1125,1125,30,60,90,361,32.0,5.0,0.0,5.0,4.28,4.69,4.34,4.97,4.81,4.41,4.53,0.46,50.0,2850.0,35.50486,24.02158
8032,1.0,1.0,2.0,7.0,7.0,1.0,3.0,28.0,3.0,3.0,1125,1125,0,21,44,154,33.0,2.0,0.0,2.0,5.0,4.88,5.0,4.97,4.91,4.85,4.91,0.54,12.0,1068.0,35.50428,23.96904
8033,3.0,4.0,6.0,1.0,1.0,2.0,5.0,60.0,5.0,5.0,1125,1125,0,4,7,23,78.0,19.0,0.0,19.0,5.0,4.99,4.99,4.99,5.0,4.97,4.99,1.13,26.6,41990.0,35.41043091,24.2023735
8034,1.0,2.0,4.0,145.0,239.0,1.0,5.0,30.0,3.0,5.0,1125,1125,0,16,30,94,60.0,11.0,0.0,11.0,4.93,4.95,4.9,5.0,4.93,4.72,4.78,0.89,110.0,8800.0,35.35192,24.40118
8035,2.0,1.0,5.0,7.0,10.0,1.0,3.0,200.0,3.0,3.0,200,200,17,25,25,187,22.0,7.0,0.0,7.0,4.82,4.82,4.55,4.86,4.73,4.82,4.82,0.4,42.0,1764.0,35.5209,23.83912
8036,3.0,1.0,7.0,193.0,346.0,1.7,3.0,1125.0,3.0,7.0,1125,1125,29,59,75,318,16.0,1.0,0.0,1.0,5.0,4.94,5.0,4.94,4.94,4.94,4.94,0.23,6.0,0.0,35.47952652,23.59249115
8037,1.0,3.0,4.0,2.0,2.0,1.0,3.0,1125.0,3.0,3.0,1125,1125,0,0,20,295,25.0,4.0,0.0,4.0,5.0,4.88,4.92,4.96,4.96,4.84,4.88,0.37,24.0,1320.0,35.50647,23.98764
8038,2.0,4.0,6.0,1.0,1.0,2.0,3.0,10.0,3.0,3.0,10,10,16,39,58,282,49.0,7.0,0.0,7.0,4.84,4.8,4.69,4.98,4.96,4.71,4.63,0.71,42.0,5670.0,35.40573,23.95834
8039,2.0,2.0,4.0,3.0,4.0,1.0,2.0,1125.0,2.0,2.0,1125,1125,0,0,0,81,5.0,0.0,0.0,0.0,4.6,4.4,4.2,4.6,4.8,4.8,4.2,0.07,0.0,0.0,35.12358,25.74119
8040,2.0,3.0,5.0,193.0,346.0,2.0,4.0,1125.0,4.0,4.0,1125,1125,29,54,74,272,41.0,5.0,0.0,5.0,4.98,5.0,4.95,4.95,4.93,4.76,4.93,0.6,40.0,4400.0,35.50955963,23.98256683
8041,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1125.0,2.0,5.0,1125,1125,11,23,44,297,7.0,2.0,0.0,2.0,4.71,4.71,4.71,4.86,5.0,5.0,4.86,0.14,12.0,612.0,35.51743,24.01568
8042,5.0,8.0,11.0,272.0,420.0,3.5,6.0,1125.0,5.0,7.0,1125,1125,11,27,43,240,34.0,6.0,0.0,6.0,4.94,4.91,4.97,4.97,4.97,4.88,4.79,0.49,72.0,29160.0,35.19634,24.37706
8043,1.0,2.0,2.0,6.0,6.0,1.0,3.0,180.0,3.0,3.0,1125,1125,26,56,86,361,5.0,1.0,0.0,2.0,5.0,5.0,4.6,4.8,5.0,4.8,4.8,0.07,6.0,174.0,35.37891,24.73884
8044,3.0,5.0,9.0,7.0,7.0,2.0,4.0,59.0,4.0,4.0,59,59,2,31,61,150,27.0,5.0,0.0,5.0,4.96,4.85,4.89,4.96,4.96,4.89,4.81,0.39,40.0,4080.0,35.50403,23.83748
8045,1.0,3.0,3.0,1.0,3.0,1.0,3.0,40.0,3.0,3.0,40,40,0,0,0,0,6.0,0.0,0.0,0.0,4.5,4.67,4.83,4.83,4.67,4.67,4.67,0.09,0.0,0.0,35.34116,25.1314
8046,2.0,3.0,6.0,4.0,4.0,1.7,1.0,1125.0,1.0,1.0,1125,1125,0,0,0,0,12.0,2.0,0.0,2.0,4.83,4.92,4.83,4.83,4.5,4.67,5.0,0.35,12.0,0.0,35.56407,24.08852
8047,1.0,1.0,2.0,2.0,3.0,1.0,3.0,60.0,3.0,3.0,60,60,0,15,38,263,23.0,8.0,0.0,8.0,5.0,4.96,5.0,4.96,5.0,4.87,4.96,0.33,48.0,2064.0,35.49136,23.89064
8048,1.0,1.0,2.0,16.0,17.0,1.0,2.0,60.0,2.0,2.0,60,60,5,33,56,181,66.0,21.0,0.0,21.0,4.98,4.92,4.95,4.98,4.98,4.82,4.71,0.95,126.0,13356.0,35.28398,23.81049
8049,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1124.0,1.0,3.0,999,999,27,52,82,262,0.0,0.0,0.0,0.0,4.9,4.9,5.0,5.0,5.0,4.8,4.9,0.3,0.0,0.0,35.36594,24.51597
8050,1.0,1.0,2.0,1.0,1.0,1.0,3.0,93.0,3.0,3.0,1125,1125,9,15,15,161,51.0,11.0,0.0,10.0,4.88,4.88,4.65,4.84,4.92,4.57,4.75,0.73,66.0,3630.0,35.33357,25.1254
8051,3.0,4.0,8.0,272.0,420.0,3.0,7.0,1125.0,5.0,7.0,1125,1125,3,13,17,63,65.0,14.0,0.0,14.0,4.95,5.0,4.97,4.95,4.95,4.68,4.77,0.95,26.6,3221.4,35.36742,24.51198
8052,3.0,4.0,8.0,1.0,1.0,2.0,4.0,1125.0,4.0,4.0,1125,1125,29,49,50,237,50.0,5.0,0.0,5.0,4.88,4.86,4.84,5.0,5.0,4.74,4.94,0.72,40.0,2360.0,35.33452,25.30587
8053,1.0,2.0,4.0,2.0,2.0,1.0,4.0,1125.0,4.0,4.0,1125,1125,29,56,86,219,11.0,2.0,0.0,2.0,4.73,4.73,4.91,4.82,4.64,4.64,4.73,0.19,16.0,1280.0,35.21764,25.70895
8054,0.0,2.0,2.0,2.0,2.0,1.0,4.0,1125.0,4.0,4.0,1125,1125,30,60,90,351,57.0,12.0,0.0,12.0,4.54,4.54,4.44,4.77,4.89,4.74,4.58,0.83,96.0,3648.0,35.36678,24.46931
8055,2.0,3.0,6.0,1.0,1.0,1.5,3.0,1125.0,3.0,3.0,1125,1125,27,57,87,329,16.0,4.0,0.0,4.0,5.0,5.0,5.0,5.0,5.0,4.63,4.81,0.24,24.0,3072.0,35.27423,24.45999
8056,1.0,2.0,4.0,145.0,239.0,1.0,5.0,30.0,3.0,5.0,1125,1125,13,43,52,135,43.0,3.0,0.0,3.0,4.91,4.93,4.98,4.93,4.88,4.79,4.86,0.64,30.0,2160.0,35.35209,24.39978
8057,4.0,4.0,8.0,1.0,1.0,2.0,3.0,1125.0,1.0,3.0,1125,1125,21,51,65,130,30.0,2.0,0.0,2.0,4.97,4.93,4.93,4.9,4.93,4.77,4.9,0.43,12.0,1800.0,34.94071,24.84921
8058,1.0,1.0,4.0,11.0,16.0,1.0,2.0,1125.0,2.0,2.0,1125,1125,30,60,90,365,6.0,0.0,0.0,0.0,4.5,4.17,4.83,4.67,4.67,4.0,4.0,0.09,0.0,0.0,35.51147,23.97435
8059,1.0,1.0,4.0,11.0,16.0,1.0,1.0,1125.0,1.0,1.0,1125,1125,30,60,90,356,29.0,0.0,0.0,0.0,4.86,4.83,4.83,5.0,5.0,4.79,4.72,0.41,0.0,0.0,35.51009,23.97609
8060,1.0,1.0,2.0,2.0,2.0,1.0,2.0,30.0,2.0,2.0,1125,1125,20,27,27,289,37.0,5.0,0.0,4.0,4.86,4.92,4.95,4.95,4.97,4.78,4.84,0.54,30.0,1050.0,35.33075,25.27777
8061,1.0,1.0,3.0,4.0,17.0,1.7,3.0,1125.0,1.0,3.0,1125,1125,7,37,63,190,11.0,0.0,0.0,0.0,4.82,4.55,4.91,4.73,4.91,4.73,4.91,0.16,0.0,0.0,35.33448,25.30578
8062,4.0,5.0,10.0,272.0,420.0,4.0,7.0,1125.0,4.0,7.0,1125,1125,7,9,9,46,33.0,8.0,0.0,8.0,4.97,5.0,4.91,4.94,4.97,4.85,4.82,0.48,112.0,36848.0,35.3673,24.51218
8063,4.0,5.0,10.0,272.0,420.0,4.0,7.0,1125.0,3.0,7.0,1125,1125,2,4,11,45,39.0,13.0,0.0,13.0,4.95,5.0,4.92,5.0,5.0,4.77,4.92,0.69,26.6,3221.4,35.36779,24.51135
